IDC;CNPJ Cliente;Desc estab;UF do Cliente;Cod Item Cliente;Desc Item Cliente;Marca Cliente;Cod Item;Desc Item;Marca da resposta;Qtd.;Status;Motivo da Rejeição;Data Inicial;Val. Unit.;Data de Encerramento;Estab;Vendedor;Valor Total;Região;Família;Data Resposta
449756;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;237836;carregador portatil universal 20.000mah 2 saídas usb qc3;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Material de Higiene e Limpeza;18/07/2025
449756;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;237836;carregador portatil universal 20.000mah 2 saídas usb qc3;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Rouparia, Tecidos e Enxovais;18/07/2025
449756;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;237836;carregador portatil universal 20.000mah 2 saídas usb qc3;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Gêneros Alimentícios;18/07/2025
449756;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;237836;carregador portatil universal 20.000mah 2 saídas usb qc3;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Material Descartável;18/07/2025
449756;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;237836;carregador portatil universal 20.000mah 2 saídas usb qc3;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Materiais Médicos;18/07/2025
449756;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;237836;carregador portatil universal 20.000mah 2 saídas usb qc3;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Gases Medicinais;18/07/2025
449756;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;237836;carregador portatil universal 20.000mah 2 saídas usb qc3;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Medicamentos;18/07/2025
449756;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;237836;carregador portatil universal 20.000mah 2 saídas usb qc3;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Brindes;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;174834;polivitaminicos sem minerais amp 10ml sol inj - frutovitam;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;174834;polivitaminicos sem minerais amp 10ml sol inj - frutovitam;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449756;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;237836;carregador portatil universal 20.000mah 2 saídas usb qc3;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sul;Combustível;18/07/2025
449646;4,86284E+13;Unimed Americana (H. Sta Barbara);SP;28518;omalizumabe 150mg injetavel - np - seringa pronta;NOVARTIS BIOCIENCIAS S A;7,89626E+12;xolair pfs 150 mg 1 ser preenc 1 ml hosp;NOVARTIS BIOCIENCIAS S A;5;Confirmado;;18/07/2025;R$ 2.688,90;24/07/2025;Filial;18132-Farma Pontual;R$ 13.444,50;Sudeste;Medicamentos;18/07/2025
449646;4,86284E+13;Unimed Americana (H. Sta Barbara);SP;31828;regorafenibe 40 mg;BAYER S A ;7,89111E+12;stivarga 40mg;BAYER S A ;84;Perdido;;18/07/2025;R$ 161,64;24/07/2025;Filial;18132-Farma Pontual;R$ 13.577,76;Sudeste;Medicamentos;18/07/2025
449646;4,86284E+13;Unimed Americana (H. Sta Barbara);SP;44476;cabozantinibe 60mg cx c/ 30cprs;IPSEN FARMACEUTICA LTDA;CABOMETYX 60 MG COM REV CT FR PLAS PEAD OPC X 30;cabometyx;IPSEN FARMACEUTICA LTDA;30;Confirmado;;18/07/2025;R$ 1.457,65;24/07/2025;Filial;18132-Farma Pontual;R$ 43.729,42;Sudeste;Dietas enterais;18/07/2025
449646;4,86284E+13;Unimed Americana (H. Sta Barbara);SP;44476;cabozantinibe 60mg cx c/ 30cprs;IPSEN FARMACEUTICA LTDA;CABOMETYX 60 MG COM REV CT FR PLAS PEAD OPC X 30;cabometyx;IPSEN FARMACEUTICA LTDA;30;Confirmado;;18/07/2025;R$ 1.457,65;24/07/2025;Filial;18132-Farma Pontual;R$ 43.729,42;Sudeste;Medicamentos;18/07/2025
449646;4,86284E+13;Unimed Americana (H. Sta Barbara);SP;31828;regorafenibe 40 mg;BAYER S A ;7,89111E+12;stivarga 40mg;BAYER S A ;84;Perdido;;18/07/2025;R$ 161,64;24/07/2025;Filial;18132-Farma Pontual;R$ 13.577,76;Sudeste;Dietas enterais;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;6581;misoprostol 25mcg comp vaginal - prostokos;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;6581;misoprostol 25mcg comp vaginal - prostokos;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;173457;lorazepam 2mg comp - lorax;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;173457;lorazepam 2mg comp - lorax;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;93795;levetiracetam 250mg comp rev - keppra;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;93795;levetiracetam 250mg comp rev - keppra;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;196;clorpromazina 25mg (5mg/ml) amp 5ml inj - longactil;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;82;atropina (5mg/ml) fr 5ml sol oft got;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;82;atropina (5mg/ml) fr 5ml sol oft got;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;208;metilergometrina 0,2mg (0,2mg/ml) amp 1ml inj - ergometrin;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;208;metilergometrina 0,2mg (0,2mg/ml) amp 1ml inj - ergometrin;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449987;1,84844E+13;Rede Mater Dei Saúde (Santa Genoveva);MG;1792;triancinolona+neomicina+assoc tb 30g pomada-omcilon a m ;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449987;1,84844E+13;Rede Mater Dei Saúde (Santa Genoveva);MG;1792;triancinolona+neomicina+assoc tb 30g pomada-omcilon a m ;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449987;1,84844E+13;Rede Mater Dei Saúde (Santa Genoveva);MG;84402;rivaroxabana 20mg comp rev - xarelto;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449987;1,84844E+13;Rede Mater Dei Saúde (Santa Genoveva);MG;84402;rivaroxabana 20mg comp rev - xarelto;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449987;1,84844E+13;Rede Mater Dei Saúde (Santa Genoveva);MG;1890;hidrocortisona, succinato fa 500mg po sol inj - solu cortef;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449987;1,84844E+13;Rede Mater Dei Saúde (Santa Genoveva);MG;1890;hidrocortisona, succinato fa 500mg po sol inj - solu cortef;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449987;1,84844E+13;Rede Mater Dei Saúde (Santa Genoveva);MG;196;clorpromazina 25mg (5mg/ml) amp 5ml inj - longactil;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449987;1,84844E+13;Rede Mater Dei Saúde (Santa Genoveva);MG;196;clorpromazina 25mg (5mg/ml) amp 5ml inj - longactil;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449986;6,57328E+13;Hosp. Unimed Birigui (Hosp. Unimed);SP;13491;acetato de gosserrelina 10,8mg ser.;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;21/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
449986;6,57328E+13;Hosp. Unimed Birigui (Hosp. Unimed);SP;63762;pertuzumab 420mg/14ml - roche;ROCHE;7,89623E+12;perjeta 420mg;ROCHE;1;Perdido;;18/07/2025;R$ 14.158,99;21/07/2025;Filial;18132-Farma Pontual;R$ 14.158,99;Sudeste;Medicamentos;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;119740;cloreto potassio (60mg/ml) fr 100ml sol or - ionclor;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Dietas enterais;18/07/2025
449977;2,5761E+13;Rede Mater Dei Saúde (Santa Clara);MG;119740;cloreto potassio (60mg/ml) fr 100ml sol or - ionclor;SEM VINCULO;;;;0;Perdido;Produto sem estoque;18/07/2025;R$ 0,00;23/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Sudeste;Medicamentos;18/07/2025
448806;1,98784E+13;Fundação São Francisco Xavier (Hmci);MG;67184;tocilizumabe 20mg/ml fr 4ml ( não padrão);ROCHE;7896226505879DF;actemra;ROCHE;9;Confirmado;;17/07/2025;R$ 836,69;17/07/2025;Filial;18132-Farma Pontual;R$ 7.530,21;Sudeste;Medicamentos;17/07/2025
449383;08680639000681;Hosp. Unimed João Pessoa (João Pessoa/Pb) (Cac);PB;38187;actemra 200mg fr amp. 10ml;ROCHE;7896226505879DF;actemra;ROCHE;5;Perdido;;17/07/2025;R$ 2.277,20;18/07/2025;Filial;18132-Farma Pontual;R$ 11.386,00;Nordeste;Medicamentos;18/07/2025
449383;08680639000681;Hosp. Unimed João Pessoa (João Pessoa/Pb) (Cac);PB;38188;actemra 80mg fr amp. 4ml;ROCHE;BIO1EBD396355E7;actemra 20 mg/ml sol dil infus iv ct fa vd trans x 4 ml;ROCHE;5;Perdido;;17/07/2025;R$ 910,87;18/07/2025;Filial;18132-Farma Pontual;R$ 4.554,35;Nordeste;Medicamentos;18/07/2025
448772;6,57328E+13;Hosp. Unimed Birigui (Hosp. Unimed);SP;63762;pertuzumab 420mg/14ml - roche;ROCHE;7,89623E+12;perjeta 420mg;ROCHE;2;Perdido;;17/07/2025;R$ 14.202,55;17/07/2025;Filial;18132-Farma Pontual;R$ 28.405,10;Sudeste;Medicamentos;17/07/2025
447965;7,36967E+13;Hosp. Adventista Silvestre Rio (Has);RJ;36620;pertuzumabe 420 mg/14 ml  iv (perjeta - roche);SEM VINCULO;7,89623E+12;perjeta 420mg;Outros;3;Perdido;;16/07/2025;R$ 14.666,37;19/07/2025;FarmaPontual;18132-Farma Pontual;R$ 43.999,11;Sudeste;Medicamentos;16/07/2025
448149;1,24427E+13;Hosp. Unimed Maceió (Maceió/Al) (Unimed Maceio);AL;7906;gosserrelina, acetato 3,6mg, depot+ser;SEM VINCULO;;;;0;Perdido;Produto sem estoque;16/07/2025;R$ 0,00;17/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Nordeste;Medicamentos;17/07/2025
448149;1,24427E+13;Hosp. Unimed Maceió (Maceió/Al) (Unimed Maceio);AL;7908;gosserrelina, acetato 10,8mg, depot+ser;SEM VINCULO;;;;0;Perdido;Produto sem estoque;16/07/2025;R$ 0,00;17/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Nordeste;Medicamentos;17/07/2025
448149;1,24427E+13;Hosp. Unimed Maceió (Maceió/Al) (Unimed Maceio);AL;11702;tocilizumabe 162mg, sc, ser preenc 0,9ml;ROCHE;7,89623E+12;actemra 4ser preenc 162mg 0,9ml inj;ROCHE;4;Perdido;;16/07/2025;R$ 1.565,46;17/07/2025;Filial;18132-Farma Pontual;R$ 6.261,85;Nordeste;Medicamentos;17/07/2025
448149;1,24427E+13;Hosp. Unimed Maceió (Maceió/Al) (Unimed Maceio);AL;7852;tocilizumabe 20mg/ml, sol inj, fra 4ml;ROCHE;7896226505879DF;actemra;ROCHE;13;Perdido;;16/07/2025;R$ 931,94;17/07/2025;Filial;18132-Farma Pontual;R$ 12.115,22;Nordeste;Medicamentos;17/07/2025
448149;1,24427E+13;Hosp. Unimed Maceió (Maceió/Al) (Unimed Maceio);AL;7853;tocilizumabe 20mg/ml, sol inj, fra 10ml;ROCHE;7896226505879DF;actemra;ROCHE;20;Perdido;;16/07/2025;R$ 2.329,88;17/07/2025;Filial;18132-Farma Pontual;R$ 46.597,60;Nordeste;Medicamentos;17/07/2025
448149;1,24427E+13;Hosp. Unimed Maceió (Maceió/Al) (Unimed Maceio);AL;10140;olaparibe 150mg, caps, cx c/56.;ASTRAZENECA DO BRASIL LTDA;5,00046E+12;lynparza 150mg;ASTRAZENECA DO BRASIL LTDA;112;Perdido;;16/07/2025;R$ 253,68;17/07/2025;Filial;18132-Farma Pontual;R$ 28.412,16;Nordeste;Medicamentos;17/07/2025
448149;1,24427E+13;Hosp. Unimed Maceió (Maceió/Al) (Unimed Maceio);AL;12341;alectinibe 150mg, caps dura;ROCHE;7,61333E+12;alecensa 150mg;ROCHE;224;Perdido;;16/07/2025;R$ 127,78;17/07/2025;Filial;18132-Farma Pontual;R$ 28.623,66;Nordeste;Medicamentos;17/07/2025
448149;1,24427E+13;Hosp. Unimed Maceió (Maceió/Al) (Unimed Maceio);AL;7927;belimumabe 120mg, po lio inj, fra;GLAXOSMITHKLINE BRASIL LTDA;7,89602E+12;benlysta iv 120mg/5ml;GLAXOSMITHKLINE BRASIL LTDA;34;Perdido;;16/07/2025;R$ 978,36;17/07/2025;Filial;18132-Farma Pontual;R$ 33.264,24;Nordeste;Medicamentos;17/07/2025
448149;1,24427E+13;Hosp. Unimed Maceió (Maceió/Al) (Unimed Maceio);AL;13202;acalabrutinibe, maleato 100mg, comp;SEM VINCULO;;;;0;Perdido;Produto sem estoque;16/07/2025;R$ 0,00;17/07/2025;FarmaPontual;18132-Farma Pontual;R$ 0,00;Nordeste;Medicamentos;17/07/2025
447917;5,98478E+13;Austa Clínicas (Austa Clinicas);SP;418196;dysport 500 u po liof sol inj ct fa vd trans;SEM VINCULO;DYSPORT 500 U PO LIOF SOL INJ CT FA VD TRANS;1;IPSEN FARMACEUTICA LTDA;3;Perdido;;16/07/2025;R$ 2.242,02;17/07/2025;Filial;18132-Farma Pontual;R$ 6.726,06;Sudeste;Medicamentos;16/07/2025
448233;4,54E+13;Unimed Sorocaba (Unimed Sorocaba);SP;51496;gazyva 1000mg/40ml fam @;SEM VINCULO;7,89623E+12;gazyva 1fa 40ml 1000mg inj;ROCHE;3;Perdido;;16/07/2025;R$ 25.707,21;16/07/2025;Filial;18132-Farma Pontual;R$ 77.121,63;Sudeste;Medicamentos;16/07/2025
448272;9,2815E+13;Hosp. Santa Casa Porto Alegre (Porto Alegre/Rs) (Sc Porto Alegre);RS;223890;tezepelumabe solucao injetavel seringa preenchida 110mg/ml 1,91ml®;SEM VINCULO;5,00046E+12;tezspire 1ser preenc 1,91ml 210mg + can aplic;ASTRAZENECA DO BRASIL LTDA;1;Perdido;;16/07/2025;R$ 8.721,80;17/07/2025;Filial;18132-Farma Pontual;R$ 8.721,80;Sul;Medicamentos;16/07/2025
447851;5,98478E+13;Austa Clínicas (Austa Clinicas);SP;65191;imjudo - tremelimumabe 25 mg/1,25 ml (20 mg/ml);SEM VINCULO;5,00046E+12;imjudo 1fa 1,25ml 25mg/1,25ml inj;ASTRAZENECA DO BRASIL LTDA;1;Perdido;;16/07/2025;R$ 10.666,61;16/07/2025;Filial;18132-Farma Pontual;R$ 10.666,61;Sudeste;Medicamentos;16/07/2025
447966;6,26384E+13;Trasmontano (Transmontano);SP;66667;darolutamida 300mg cx c/120 cpr (nubeqa);SEM VINCULO;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;1;Perdido;;16/07/2025;R$ 10.105,61;17/07/2025;Filial;18132-Farma Pontual;R$ 10.105,61;Sudeste;Medicamentos;16/07/2025
447088;6,26384E+13;Trasmontano (Transmontano);SP;54665;atezolizumabe 1200mg fr amp 20ml (tecentriq);SEM VINCULO;7896226507118DF;tecentriq 1200mg;ROCHE;1;Perdido;;15/07/2025;R$ 25.145,69;15/07/2025;Filial;18132-Farma Pontual;R$ 25.145,69;Sudeste;Medicamentos;15/07/2025
447508;1,72147E+13;Hosp. Evangélico Bh (Hosp Evangelico);MG;36318;tacrolimus 1mg cps;SEM VINCULO;9467;tacrolimo monoidratado 1 mg cap dura ct bl al x 50;CAMBER;600;Perdido;;15/07/2025;R$ 1,33;17/07/2025;Filial;18132-Farma Pontual;R$ 798,00;Sudeste;Medicamentos;15/07/2025
447508;1,72147E+13;Hosp. Evangélico Bh (Hosp Evangelico);MG;52548;cloreto de sodio 0,9% 10ml, ampola (iv);SEM VINCULO;SOL DE CLORETO DE SODIO 9MG/ML IV CX200 AMPX10ML;cloreto;HALEX ISTAR INDUSTRIA FARMACEUTICA SA;4000;Perdido;;15/07/2025;R$ 1,03;17/07/2025;Filial;18132-Farma Pontual;R$ 4.138,40;Sudeste;Medicamentos;15/07/2025
447214;9,2741E+13;Hosp. Ernesto Dornelles (Porto Alegre/Rs) (Hed);RS;78744;atezolizumabe 1200mg fa.20ml;SEM VINCULO;7896226507118DF;tecentriq 1200mg;ROCHE;1;Confirmado;;15/07/2025;R$ 25.272,00;16/07/2025;Filial;18132-Farma Pontual;R$ 25.272,00;Sul;Materiais de Laboratório e Banco de Sangue;16/07/2025
447214;9,2741E+13;Hosp. Ernesto Dornelles (Porto Alegre/Rs) (Hed);RS;78744;atezolizumabe 1200mg fa.20ml;SEM VINCULO;7896226507118DF;tecentriq 1200mg;ROCHE;1;Confirmado;;15/07/2025;R$ 25.272,00;16/07/2025;Filial;18132-Farma Pontual;R$ 25.272,00;Sul;Dietas enterais;16/07/2025
447214;9,2741E+13;Hosp. Ernesto Dornelles (Porto Alegre/Rs) (Hed);RS;78744;atezolizumabe 1200mg fa.20ml;SEM VINCULO;7896226507118DF;tecentriq 1200mg;ROCHE;1;Confirmado;;15/07/2025;R$ 25.272,00;16/07/2025;Filial;18132-Farma Pontual;R$ 25.272,00;Sul;Medicamentos;16/07/2025
447009;5,98478E+13;Austa Clínicas (Austa Clinicas);SP;418196;dysport 500 u po liof sol inj ct fa vd trans;SEM VINCULO;DYSPORT 500 U PO LIOF SOL INJ CT FA VD TRANS;1;IPSEN FARMACEUTICA LTDA;2;Perdido;;15/07/2025;R$ 2.242,02;16/07/2025;Filial;18132-Farma Pontual;R$ 4.484,04;Sudeste;Medicamentos;16/07/2025
447163;6,15904E+13;Hosp. Sírio Libanes (São Paulo/Sp) (Bela Vista);SP;279761;zelboraf 240mg cp rev;ROCHE;7,89623E+12;zelboraf;ROCHE;168;Confirmado;;15/07/2025;R$ 184,82;15/07/2025;Filial;18132-Farma Pontual;R$ 31.049,63;Sudeste;Medicamentos;15/07/2025
447163;6,15904E+13;Hosp. Sírio Libanes (São Paulo/Sp) (Bela Vista);SP;38604;cellcept 500mg cp rev;ROCHE;7,89623E+12; vd transcellcept 500 mg com rev ct bl al plas opc x 50;ROCHE;50;Perdido;;15/07/2025;R$ 21,31;15/07/2025;FarmaPontual;18132-Farma Pontual;R$ 1.065,34;Sudeste;Medicamentos;15/07/2025
447101;6,26384E+13;Trasmontano (Transmontano);SP;66224;tezepelumabe 210mg/1,91ml caneta (tezspire);SEM VINCULO;5,00046E+12;tezspire 1ser preenc 1,91ml 210mg + can aplic;ASTRAZENECA DO BRASIL LTDA;1;Confirmado;;15/07/2025;R$ 8.965,39;15/07/2025;Filial;18132-Farma Pontual;R$ 8.965,39;Sudeste;Medicamentos;15/07/2025
447101;6,26384E+13;Trasmontano (Transmontano);SP;31088;omalizumabe 150mg c/01 ser (xolair)*;SEM VINCULO;7,89626E+12;xolair pfs 150 mg 1 ser preenc 1 ml hosp;NOVARTIS BIOCIENCIAS S A;2;Confirmado;;15/07/2025;R$ 2.688,09;15/07/2025;FILIAL;18132-Farma Pontual;R$ 5.376,18;Sudeste;Medicamentos;15/07/2025
447096;6,26384E+13;Trasmontano (Transmontano);SP;47628;secuquinumabe 150 mg/ml ser (cosentyx);SEM VINCULO;7896261019898DF;cosentyx;NOVARTIS BIOCIENCIAS S A;8;Confirmado;;15/07/2025;R$ 4.225,90;15/07/2025;FILIAL;18132-Farma Pontual;R$ 33.807,20;Sudeste;Medicamentos;15/07/2025
447096;6,26384E+13;Trasmontano (Transmontano);SP;31088;omalizumabe 150mg c/01 ser (xolair)*;SEM VINCULO;7,89626E+12;xolair pfs 150 mg 1 ser preenc 1 ml hosp;NOVARTIS BIOCIENCIAS S A;2;Confirmado;;15/07/2025;R$ 2.688,09;15/07/2025;FILIAL;18132-Farma Pontual;R$ 5.376,18;Sudeste;Medicamentos;15/07/2025
447096;6,26384E+13;Trasmontano (Transmontano);SP;58905;secuquinumabe 300mg/2ml ser (cosentyx);SEM VINCULO;7,89626E+12;cosentyx 300 mg/2ml autoinj 1 ct;NOVARTIS BIOCIENCIAS S A;3;Confirmado;;15/07/2025;R$ 8.520,48;15/07/2025;Filial;18132-Farma Pontual;R$ 25.561,44;Sudeste;Medicamentos;15/07/2025
447096;6,26384E+13;Trasmontano (Transmontano);SP;66224;tezepelumabe 210mg/1,91ml caneta (tezspire);SEM VINCULO;5,00046E+12;tezspire 1ser preenc 1,91ml 210mg + can aplic;ASTRAZENECA DO BRASIL LTDA;1;Confirmado;;15/07/2025;R$ 8.965,39;15/07/2025;Filial;18132-Farma Pontual;R$ 8.965,39;Sudeste;Medicamentos;15/07/2025
447066;6,26384E+13;Trasmontano (Transmontano);SP;66667;darolutamida 300mg cx c/120 cpr (nubeqa);SEM VINCULO;7,89111E+12;nubeqa 300 mg com rev fr x 120;BAYER S A ;1;Perdido;;15/07/2025;R$ 10.105,61;15/07/2025;Filial;18132-Farma Pontual;R$ 10.105,61;Sudeste;Medicamentos;15/07/2025
446191;6,26384E+13;Trasmontano (Transmontano);SP;58905;secuquinumabe 300mg/2ml ser (cosentyx);SEM VINCULO;7,89626E+12;cosentyx 300 mg/2ml autoinj 1 ct;NOVARTIS BIOCIENCIAS S A;1;Confirmado;;14/07/2025;R$ 8.520,48;14/07/2025;Filial;18132-Farma Pontual;R$ 8.520,48;Sudeste;Medicamentos;14/07/2025
446630;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;220005;cabometyx 60mg cp revest - qt (npad);IPSEN FARMACEUTICA LTDA;CABOMETYX 60 MG COM REV CT FR PLAS PEAD OPC X 30;cabometyx;IPSEN FARMACEUTICA LTDA;30;Perdido;;14/07/2025;R$ 1.439,47;15/07/2025;Filial;18132-Farma Pontual;R$ 43.184,20;Sul;Dietas enterais;15/07/2025
446630;9,26858E+13;Hosp. Moinhos De Vento (Poa/Rs) (Hmv);RS;220005;cabometyx 60mg cp revest - qt (npad);IPSEN FARMACEUTICA LTDA;CABOMETYX 60 MG COM REV CT FR PLAS PEAD OPC X 30;cabometyx;IPSEN FARMACEUTICA LTDA;30;Perdido;;14/07/2025;R$ 1.439,47;15/07/2025;Filial;18132-Farma Pontual;R$ 43.184,20;Sul;Medicamentos;15/07/2025
