PONTUAL FARMACEUTICA
CONTROLADORA (Consolidado)
Resumo de vendas por item
01 Janeiro 2024 - 12 Fevereiro 2026


Item ,Descrição do item ,Qtd. vendida ,Receita total 
NEOCAINA 5 MG/ML SOL INJ CX 10 EST X FA VD TRANS X 20ML,NEOCAINA 5 MG/ML SOL INJ CX 10 EST X FA VD TRANS X 20ML,100,"R$12.773,22"
NEOCAINA 5MG/ML SOL INJ CX40 EST X AMP VD TRANS X 4ML,NEOCAINA 5MG/ML SOL INJ CX40 EST X AMP VD TRANS X 4ML,32,"R$9.105,62"
NEPRESOL 20 MG/ML SOL INJ IM/IV CX 50 AMP VD TRANS X 1 ML,NEPRESOL 20 MG/ML SOL INJ IM/IV CX 50 AMP VD TRANS X 1 ML,30,"R$8.009,60"
"NESINA PIO (25,0 + 30,0) MG COM REV CT BL AL AL X 30","NESINA PIO (25,0 + 30,0) MG COM REV CT BL AL AL X 30",420,"R$76.040,40"
NEXAVAR 200 MG COM REV CT BL AL / AL X 60,NEXAVAR 200 MG COM REV CT BL AL / AL X 60,244,"R$1.667.908,37"
NEXIUM 20 MG COM REV CT  BL AL X 14,NEXIUM 20 MG COM REV CT  BL AL X 14,580,"R$29.556,80"
NISTATINA 25.000 UI/G CREM VAG CT BG AL X 60 G + 14 APLIC,NISTATINA 25.000 UI/G CREM VAG CT BG AL X 60 G + 14 APLIC,360,"R$2.150,32"
NITROPRUS 50MG PO LIOF SOL INJ 5AMP VD+AMP DILX2ML+EQUIPO,NITROPRUS 50MG PO LIOF SOL INJ 5AMP VD+AMP DILX2ML+EQUIPO,69,"R$6.264,40"
NOLVADEX 20 MG COM REV CT BL AL PLAS AMB X 30,NOLVADEX 20 MG COM REV CT BL AL PLAS AMB X 30,"2,092","R$386.825,21"
NORIPURUM 20MG INJ 5AMP X 5ML,NORIPURUM 20MG INJ 5AMP X 5ML,"1,247","R$84.019,31"
"NORMASTIG 0,5 MG/ML SOL INJ CT 50 AMP VD TRANS X 1 ML","NORMASTIG 0,5 MG/ML SOL INJ CT 50 AMP VD TRANS X 1 ML",784,"R$34.160,43"
NOSEFRIDA 1 EMB COM + 3 FILTROS,NOSEFRIDA 1 EMB COM + 3 FILTROS,200,"R$8.580,00"
"NOVABUPI SEM VASO 5,0 MG/ML SOL INJ EPI CX10 EST FA VD X20ML","NOVABUPI SEM VASO 5,0 MG/ML SOL INJ EPI CX10 EST FA VD X20ML",140,"R$32.077,43"
"NOVABUPI 5MG/ML+9,1MCG/ML SOL INJ CX10 EST FA VDX20ML","NOVABUPI 5MG/ML+9,1MCG/ML SOL INJ CX10 EST FA VDX20ML",299,"R$77.243,23"
NUBAIN 10 MG/ML SOL INJ  IM/SC/IV CX 25 AMP VD AMB X 1 ML,NUBAIN 10 MG/ML SOL INJ  IM/SC/IV CX 25 AMP VD AMB X 1 ML,48,"R$10.800,00"
NUBEQA 300 MG COM REV CT FR PLAS PEAD OPC X 120,NUBEQA 300 MG COM REV CT FR PLAS PEAD OPC X 120,"2,601","R$29.214.306,05"
NUCALA 100 MG/ML SOL INJ CT CAR VD TRANS + CAN APLIC + AGU,NUCALA 100 MG/ML SOL INJ CT CAR VD TRANS + CAN APLIC + AGU,"4,893","R$41.864.150,91"
"NUCALA 40MG/0,4ML SOL INJ CT SER PREENC+ADAPT+AGU","NUCALA 40MG/0,4ML SOL INJ CT SER PREENC+ADAPT+AGU",370,"R$1.255.317,28"
OCREVUS 30 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,OCREVUS 30 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,"1,585","R$63.179.703,06"
OCREVUS 920 MG SOL INJ SC CT FA VD TRANS X 23 ML,OCREVUS 920 MG SOL INJ SC CT FA VD TRANS X 23 ML,7,"R$565.335,51"
OCTALBIN 20 % SOL INJ CT FA VD INC X 50 ML,OCTALBIN 20 % SOL INJ CT FA VD INC X 50 ML,956,"R$177.844,00"
OJJAARA 100 MG COM REV CT FR PLAS PEAD OPC X 30,OJJAARA 100 MG COM REV CT FR PLAS PEAD OPC X 30,12,"R$157.584,73"
OJJAARA 150 MG COM REV CT FR PLAS PEAD OPC X 30,OJJAARA 150 MG COM REV CT FR PLAS PEAD OPC X 30,4,"R$74.918,64"
OJJAARA 200 MG COM REV CT FR PLAS PEAD OPC X 30,OJJAARA 200 MG COM REV CT FR PLAS PEAD OPC X 30,107,"R$2.685.382,58"
OMEPRAZOL 40MG PO LIOF SOL INJ CX25FA TRAN+25AMP DILX10ML,OMEPRAZOL 40MG PO LIOF SOL INJ CX25FA TRAN+25AMP DILX10ML,88,"R$11.356,00"
ONDIF 4 MG FIL OR CT ENV AL PLAS PET/PEBD/EAA OPC X 10,ONDIF 4 MG FIL OR CT ENV AL PLAS PET/PEBD/EAA OPC X 10,49,"R$1.461,24"
ONDIF 8 MG FIL OR CT ENV AL PLAS PET/PEBD/EAA OPC X 10,ONDIF 8 MG FIL OR CT ENV AL PLAS PET/PEBD/EAA OPC X 10,12,"R$445,73"
ONDSET INJ 2 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML,ONDSET INJ 2 MG/ML SOL INJ CT 50 AMP VD AMB X 2 ML,310,"R$14.247,52"
"ONDSET SOLUÇAO ORAL 0,8MG/ML 10 FR VD  X 100ML+10COP","ONDSET SOLUÇAO ORAL 0,8MG/ML 10 FR VD  X 100ML+10COP",316,"R$5.688,00"
OXA 5 MG/ML SOL INJ IV CT FA VD TRANS X 10 ML,OXA 5 MG/ML SOL INJ IV CT FA VD TRANS X 10 ML,400,"R$14.910,91"
OXA 5 MG/ML SOL INJ IV CT FA VD TRANS X 20 ML,OXA 5 MG/ML SOL INJ IV CT FA VD TRANS X 20 ML,100,"R$6.510,42"
OXCARB 60 MG/ML SUS OR CT FR VD AMB X 100 ML + SER DOS,OXCARB 60 MG/ML SUS OR CT FR VD AMB X 100 ML + SER DOS,29,"R$1.150,18"
OXITON 5 UI/ML SOL INJ CT 50 AMP VD TRANS X 1 ML,OXITON 5 UI/ML SOL INJ CT 50 AMP VD TRANS X 1 ML,"1,067","R$156.521,92"
"PACLITAXEL 6 MG/ML SOL INJ IV CT FA VD TRANS X 16,7 ML","PACLITAXEL 6 MG/ML SOL INJ IV CT FA VD TRANS X 16,7 ML",200,"R$8.355,91"
PACLITAXEL 6 MG/ML SOL INJ IV CT FA VD TRANS X 50 ML,PACLITAXEL 6 MG/ML SOL INJ IV CT FA VD TRANS X 50 ML,200,"R$16.965,90"
"PALOCYT 0,05 MG/ML SOL INJ CT FA VD TRANS X 5 ML ","PALOCYT 0,05 MG/ML SOL INJ CT FA VD TRANS X 5 ML ","1,216","R$334.424,71"
PAMERGAN 25 MG/ML SOL INJ IM CX 50 AMP VD AMB X 2 ML,PAMERGAN 25 MG/ML SOL INJ IM CX 50 AMP VD AMB X 2 ML,160,"R$20.796,98"
PARACETAMOL 750 MG COM CT BL AL PLAS TRANS X 20,PARACETAMOL 750 MG COM CT BL AL PLAS TRANS X 20,209,"R$973,99"
"PELGRAZ 10 MG/ML SOL INJ CT SER VD TRANS PREENC X 0,6 ML","PELGRAZ 10 MG/ML SOL INJ CT SER VD TRANS PREENC X 0,6 ML",226,"R$164.026,83"
PERJETA 420 MG SOL DIL INFUS CT FA VD TRANS X 14 ML,PERJETA 420 MG SOL DIL INFUS CT FA VD TRANS X 14 ML,"6,038","R$84.843.361,10"
PHESGO 1200 MG + 600 MG SOL INJ SC CT FA VD TRANS X 15 ML,PHESGO 1200 MG + 600 MG SOL INJ SC CT FA VD TRANS X 15 ML,42,"R$1.721.311,63"
PHESGO 600 MG + 600 MG SOL INJ SC CT FA VD TRANS X 10 ML,PHESGO 600 MG + 600 MG SOL INJ SC CT FA VD TRANS X 10 ML,345,"R$7.232.888,96"
PIPERACILINA SODICA+TAZOBACTAM SODICO 4G+500MG IV,PIPERACILINA SODICA+TAZOBACTAM SODICO 4G+500MG IV,700,"R$94.125,00"
"POKLI 6 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 16,7 ML","POKLI 6 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 16,7 ML",110,"R$4.015,00"
POKLI 6 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 50 ML,POKLI 6 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 50 ML,40,"R$3.385,83"
POLYCID 500.000 UI PO LIOF SOL INJ IM/IT/IV CT 5 FA VD TRANS,POLYCID 500.000 UI PO LIOF SOL INJ IM/IT/IV CT 5 FA VD TRANS,108,"R$8.915,40"
POST PICADA ENV C/20 - BABYDEAS,POST PICADA ENV C/20 - BABYDEAS,"4,262","R$34.344,60"
PREDI-MEDROL 40 MG/ML SUS INJ CT FA VD INC X 2 ML,PREDI-MEDROL 40 MG/ML SUS INJ CT FA VD INC X 2 ML,"1,080","R$16.727,08"
PREDSIM 11 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML,PREDSIM 11 MG/ML SOL OR CT FR GOT PLAS OPC X 20 ML,"1,904","R$22.386,25"
PREDSIM 20 MG COM REV CT BL AL AL X 10,PREDSIM 20 MG COM REV CT BL AL AL X 10,360,"R$4.210,80"
PREDSIM 20 MG COM REV CT BL AL AL X 20,PREDSIM 20 MG COM REV CT BL AL AL X 20,480,"R$8.088,00"
PREDSIM 3 MG/ML SOL OR CT FR PLAS AMB X 100 ML + SER DOS,PREDSIM 3 MG/ML SOL OR CT FR PLAS AMB X 100 ML + SER DOS,"5,730","R$109.235,08"
PREDSIM 3 MG/ML SOL OR CT FR PLAS AMB X 60 ML + SER DOS,PREDSIM 3 MG/ML SOL OR CT FR PLAS AMB X 60 ML + SER DOS,"8,367","R$114.158,55"
PREDSIM 5 MG COM CT BL AL PLAS TRANS X 10,PREDSIM 5 MG COM CT BL AL PLAS TRANS X 10,"1,710","R$6.233,72"
PREDSIM 5 MG COM REV CT BL AL AL X 20,PREDSIM 5 MG COM REV CT BL AL AL X 20,180,"R$1.015,20"
PROPOVAN 10 MG/ML EMU INJ CX 10 FA VD TRANS X 20 ML,PROPOVAN 10 MG/ML EMU INJ CX 10 FA VD TRANS X 20 ML,118,"R$8.720,00"
PROVIVE 10 MG/ML EMU INJ IV CT FA VD TRANS X 100 ML,PROVIVE 10 MG/ML EMU INJ IV CT FA VD TRANS X 100 ML,120,"R$10.540,00"
PROVIVE 10 MG/ML EMU INJ IV CT 5 FA VD TRANS X 20 ML,PROVIVE 10 MG/ML EMU INJ IV CT 5 FA VD TRANS X 20 ML,"2,334","R$103.972,25"
"QUADRIDERM 0,50 MG/G + 1MG/G + 10MG/G + 10MG/G POM DERM 20G","QUADRIDERM 0,50 MG/G + 1MG/G + 10MG/G + 10MG/G POM DERM 20G",576,"R$12.700,80"
"QUADRIDERM 0,50MG/G+1MG/G+10MG/G+10MG/G CREM DERMX20G","QUADRIDERM 0,50MG/G+1MG/G+10MG/G+10MG/G CREM DERMX20G",288,"R$9.164,42"
REMISTESI 2 MG PO LIOF SOL INJ/INFUS IV CT 5 FA VD TRANS,REMISTESI 2 MG PO LIOF SOL INJ/INFUS IV CT 5 FA VD TRANS,120,"R$7.510,00"
RESLIV DISPLAY 10 ENV C/3 - AMO FARMA,RESLIV DISPLAY 10 ENV C/3 - AMO FARMA,7,"R$1.210,30"
RESLIV ENV C/3 - AMO FARMA,RESLIV ENV C/3 - AMO FARMA,20,"R$364,00"
REVOLADE 25 MG COM REV CT BL AL/AL X 14,REVOLADE 25 MG COM REV CT BL AL/AL X 14,323,"R$684.658,74"
REVOLADE 50 MG COM REV CT BL AL/AL X 14,REVOLADE 50 MG COM REV CT BL AL/AL X 14,500,"R$2.098.686,14"
"RINOSORO SIC 0,9% 1FR 50ML 9MG/ML","RINOSORO SIC 0,9% 1FR 50ML 9MG/ML","3,000","R$32.236,27"
RINOSORO SIC 30 MG/ML SOL NASAL CT FR PLAS OPC SPRAY X 50 ML,RINOSORO SIC 30 MG/ML SOL NASAL CT FR PLAS OPC SPRAY X 50 ML,"1,200","R$12.643,20"
"ROCEFIN 1 G IM PO ESTÉRIL CT FA VD TRANS + AMP DIL X 3,5 ML","ROCEFIN 1 G IM PO ESTÉRIL CT FA VD TRANS + AMP DIL X 3,5 ML",292,"R$46.479,21"
ROCEFIN 1 G IV PO ESTÉRIL CT FA VD TRANS + AMP DIL X 10 ML,ROCEFIN 1 G IV PO ESTÉRIL CT FA VD TRANS + AMP DIL X 10 ML,800,"R$48.824,00"
ROCURON 10 MG/ML SOL INJ CX 25 FA VD TRANS X 5 ML,ROCURON 10 MG/ML SOL INJ CX 25 FA VD TRANS X 5 ML,280,"R$78.288,43"
ROPI 10 MG/ML SOL INJ CX 5 EST X FA VD TRANS X 20 ML,ROPI 10 MG/ML SOL INJ CX 5 EST X FA VD TRANS X 20 ML,100,"R$8.229,53"
ROPI 2 MG/ML SOL INJ CX 5 EST X FA VD TRANS X 20 ML,ROPI 2 MG/ML SOL INJ CX 5 EST X FA VD TRANS X 20 ML,60,"R$3.653,46"
"ROPI 7,5 MG/ML SOL INJ CX 5 EST X FA VD TRANS X 20 ML","ROPI 7,5 MG/ML SOL INJ CX 5 EST X FA VD TRANS X 20 ML",460,"R$39.628,25"
ROPOLIVY 140 MG PO LIOF SOL INJ IV CT FA VD TRANS,ROPOLIVY 140 MG PO LIOF SOL INJ IV CT FA VD TRANS,47,"R$3.331.012,37"
ROPOLIVY 30 MG PO LIOF SOL INJ IV CT FA VD TRANS,ROPOLIVY 30 MG PO LIOF SOL INJ IV CT FA VD TRANS,427,"R$6.416.159,65"
RYDAPT 25 MG CAP MOLE CT BL AL AL X 112,RYDAPT 25 MG CAP MOLE CT BL AL AL X 112,17,"R$1.321.852,50"
SANDOSTATIN 20 MG PO SUS INJ CT FA VD + 1 SER DIL X 2 ML,SANDOSTATIN 20 MG PO SUS INJ CT FA VD + 1 SER DIL X 2 ML,2,"R$14.230,25"
SANDOSTATIN 30 MG PO SUS INJ CT FA VD + 1 SER DIL X 2 ML,SANDOSTATIN 30 MG PO SUS INJ CT FA VD + 1 SER DIL X 2 ML,270,"R$2.325.719,70"
SAPHNELO 150 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 2 ML,SAPHNELO 150 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 2 ML,60,"R$294.942,30"
SCEMBLIX 20 MG COM REV CT FR PLAS PEAD OPC X 60,SCEMBLIX 20 MG COM REV CT FR PLAS PEAD OPC X 60,2,"R$28.502,92"
SCEMBLIX 40 MG COM REV CT FR PLAS PEAD OPC X 60,SCEMBLIX 40 MG COM REV CT FR PLAS PEAD OPC X 60,32,"R$808.451,05"
SELOKEN 1 MG/ML SOL INJ 5 AMP TRANS X 5 ML,SELOKEN 1 MG/ML SOL INJ 5 AMP TRANS X 5 ML,695,"R$106.993,50"
SELOKEN 100 MG COM CT BL AL/AL X 30,SELOKEN 100 MG COM CT BL AL/AL X 30,40,"R$1.518,00"
SELOZOK 25 MG COM REV LIB CT BL PLAS INC X 30,SELOZOK 25 MG COM REV LIB CT BL PLAS INC X 30,"1,962","R$36.614,88"
SENGECIL 50 MG PÓ LIOF SOL INFUS IV CT 10 FA VD TRANS,SENGECIL 50 MG PÓ LIOF SOL INFUS IV CT 10 FA VD TRANS,1,"R$775,11"
SERETIDE 25 MCG + 125 MCG SUS AER INAL OR CT FR AL X120+VALV,SERETIDE 25 MCG + 125 MCG SUS AER INAL OR CT FR AL X120+VALV,62,"R$7.460,96"
SERETIDE 50 MCG + 250 MCG PO INAL CT  STR X 60 DOSES,SERETIDE 50 MCG + 250 MCG PO INAL CT  STR X 60 DOSES,7,"R$907,97"
SEVOCRIS 1 ML/ML SOL INAL CT FR VD AMB X 250 ML,SEVOCRIS 1 ML/ML SOL INAL CT FR VD AMB X 250 ML,25,"R$6.640,74"
SEVOFLURANO 1ML/ML LIQ INAL NAS CT FR VD AMB X 250ML,SEVOFLURANO 1ML/ML LIQ INAL NAS CT FR VD AMB X 250ML,184,"R$57.089,66"
SOLUÇAO DE  MANITOL 20%200MG/ML INJ IV PP SIST FECHX250ML,SOLUÇAO DE  MANITOL 20%200MG/ML INJ IV PP SIST FECHX250ML,60,"R$17.472,39"
"SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML","SOMATULINE AUTOGEL 120MG SOL INJ LIB PROL SER PREENC X 0,5ML","2,436","R$8.328.953,79"
"SONDELBAY 250 MCG/ML SOL INJ X 2,4 ML X CAN APLIC","SONDELBAY 250 MCG/ML SOL INJ X 2,4 ML X CAN APLIC",2,"R$2.278,03"
STIVARGA 40 MG COM REV CT FR PLAS OPC X 84,STIVARGA 40 MG COM REV CT FR PLAS OPC X 84,293,"R$4.319.344,65"
SUCCINATO DE METOPROLOL 25 MG COMP REV 30,SUCCINATO DE METOPROLOL 25 MG COMP REV 30,160,"R$1.012,80"
SUCCINATO DE METOPROLOL 50 MG COMP REV 30,SUCCINATO DE METOPROLOL 50 MG COMP REV 30,120,"R$1.298,40"
SUCCINIL COLIN 100 MG PO SOL INJ CT FA VD TRANS,SUCCINIL COLIN 100 MG PO SOL INJ CT FA VD TRANS,"1,960","R$36.954,52"
SUCROFER 20 MG/ML SOL INJ CT 5 FA VD TRANS X 5 ML,SUCROFER 20 MG/ML SOL INJ CT 5 FA VD TRANS X 5 ML,237,"R$11.898,88"
"SYNAGIS 100 MG/ML SOL INJ CT FA VD INC X 0,5 ML","SYNAGIS 100 MG/ML SOL INJ CT FA VD INC X 0,5 ML",593,"R$2.002.588,34"
"SYNAGIS 100 MG/ML SOL INJ CT FA VD INC X 1,0 ML","SYNAGIS 100 MG/ML SOL INJ CT FA VD INC X 1,0 ML","1,377","R$9.350.558,52"
TABRECTA 150 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 120,TABRECTA 150 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 120,7,"R$363.020,04"
TABRECTA 200 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 120,TABRECTA 200 MG COM REV CT BL AL PLAS PVC/PCTFE TRANS X 120,60,"R$2.922.461,76"
TAFINLAR 50 MG CAP DURA CT FR PLAS OPC X 120,TAFINLAR 50 MG CAP DURA CT FR PLAS OPC X 120,4,"R$94.089,71"
TAFINLAR 75 MG CAP DURA CT FR PLAS OPC X 120,TAFINLAR 75 MG CAP DURA CT FR PLAS OPC X 120,149,"R$5.340.224,68"
TAGRISSO 40 MG COM REV CT BL AL AL X 30,TAGRISSO 40 MG COM REV CT BL AL AL X 30,234,"R$7.875.871,77"
TAGRISSO 80 MG COM REV CT BL AL AL X 30,TAGRISSO 80 MG COM REV CT BL AL AL X 30,"3,311","R$110.898.615,59"
"TAMARINE (14,634+11,700) MG CAP DURA CT BL PLAS TRANS X 20","TAMARINE (14,634+11,700) MG CAP DURA CT BL PLAS TRANS X 20","2,256","R$32.368,80"
"TAMARINE (29,268 + 23,400)MG CAP DURA CT BL PLAS TRANS X 20","TAMARINE (29,268 + 23,400)MG CAP DURA CT BL PLAS TRANS X 20","4,416","R$72.872,80"
"TAMARINE(4,878+4,719)MG GEL CT FR PLAS CX250G+COL(SUCRALOSE)","TAMARINE(4,878+4,719)MG GEL CT FR PLAS CX250G+COL(SUCRALOSE)",672,"R$24.726,24"
"TAMARINE(4,878+4,719)MG GEL FR PLAS OPCX150G+COL(SUCRALOSE)","TAMARINE(4,878+4,719)MG GEL FR PLAS OPCX150G+COL(SUCRALOSE)","1,344","R$44.076,48"
TAMIFLU 75 MG CAP DURA CT BL AL PLAS TRANS X 10,TAMIFLU 75 MG CAP DURA CT BL AL PLAS TRANS X 10,24,"R$6.028,00"
TARCEVA 150 MG COM REV CT BL AL PVC X 30,TARCEVA 150 MG COM REV CT BL AL PVC X 30,20,"R$215.243,22"
TASIGNA 150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 120,TASIGNA 150 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 120,95,"R$1.391.381,40"
TASIGNA 200 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 112,TASIGNA 200 MG CAP DURA CT BL AL PLAS PVC/PVDC TRANS X 112,205,"R$3.748.759,26"
"TAZOMAZ 4G + 0,5G PO SOL INJ IV CT 10 FA VD TRANS","TAZOMAZ 4G + 0,5G PO SOL INJ IV CT 10 FA VD TRANS",514,"R$70.229,33"
TECENTRIQ SC 1875 MG SOL INJ SC CT FA VD TRANS X 15 ML,TECENTRIQ SC 1875 MG SOL INJ SC CT FA VD TRANS X 15 ML,3,"R$86.154,75"
TECENTRIQ 1200 MG SOL DIL INFUS IV CT FA VD TRANS X 20 ML,TECENTRIQ 1200 MG SOL DIL INFUS IV CT FA VD TRANS X 20 ML,879,"R$24.872.258,79"
TECENTRIQ 840 MG SOL DIL INFUS IV CT FA VD TRANS X 14 ML,TECENTRIQ 840 MG SOL DIL INFUS IV CT FA VD TRANS X 14 ML,39,"R$792.170,84"
TEFLAN 20 MG COM REV CT BL AL PLAS PVC TRANS X 10,TEFLAN 20 MG COM REV CT BL AL PLAS PVC TRANS X 10,110,"R$868,26"
TEFLAN 20 MG PO LIOF SOL INJ CT 50 FA VD TRANS,TEFLAN 20 MG PO LIOF SOL INJ CT 50 FA VD TRANS,154,"R$42.876,12"
TEFLAN 40 MG PO LIOF SOL INJ CT 50 FA VD TRANS,TEFLAN 40 MG PO LIOF SOL INJ CT 50 FA VD TRANS,282,"R$119.276,47"
TEICOPLANINA 5FA 400MG PO SOL INJ,TEICOPLANINA 5FA 400MG PO SOL INJ,12,"R$2.100,00"
TEIPLAN 400 MG PO SOL INJ CT FA VD INC + SOL DIL X 3 ML,TEIPLAN 400 MG PO SOL INJ CT FA VD INC + SOL DIL X 3 ML,980,"R$37.037,29"
TEMOZOLOMIDA 100 MG CAP DURA CT FR VD AMB X 5,TEMOZOLOMIDA 100 MG CAP DURA CT FR VD AMB X 5,366,"R$41.424,68"
TEMOZOLOMIDA 20 MG CAP DURA CT FR VD AMB X 5,TEMOZOLOMIDA 20 MG CAP DURA CT FR VD AMB X 5,569,"R$38.722,57"
TEMOZOLOMIDA 250 MG CAP DURA CT FR VD AMB X 5,TEMOZOLOMIDA 250 MG CAP DURA CT FR VD AMB X 5,6,"R$5.234,94"
TENOXICAM 20MG PO LIOF SOL INJ CX 50 FA VD+AMP DILX 2ML,TENOXICAM 20MG PO LIOF SOL INJ CX 50 FA VD+AMP DILX 2ML,73,"R$20.196,74"
TENOXICAM 40MG PO LIOF SOL INJ CX50 FA VD TRANS+AMP DILX2ML,TENOXICAM 40MG PO LIOF SOL INJ CX50 FA VD TRANS+AMP DILX2ML,144,"R$52.344,23"
"TERBUTIL 0,5 MG/ML SOL INJ CT 50 AMP VD TRANS X 1 ML","TERBUTIL 0,5 MG/ML SOL INJ CT 50 AMP VD TRANS X 1 ML",198,"R$10.435,12"
TERMOFRIENDS 4 UNIDADES - BABYDEAS,TERMOFRIENDS 4 UNIDADES - BABYDEAS,"2,710","R$31.823,00"
"TEZSPIRE 210MG/1,91ML SOL INJ CT SER PREENCX1,91ML+CAN APLIC","TEZSPIRE 210MG/1,91ML SOL INJ CT SER PREENCX1,91ML+CAN APLIC","1,420","R$11.688.751,25"
TOPCOID 5MG/G GEL CT BG AL X 40 G,TOPCOID 5MG/G GEL CT BG AL X 40 G,"2,358","R$30.181,93"
TOSILATO DE SORAFENIBE 200 MG X 60 COM,TOSILATO DE SORAFENIBE 200 MG X 60 COM,26,"R$97.156,18"
"TRACUR 10 MG/ML SOL INJ CX 25 AMP VD TRANS X 2,5 ML","TRACUR 10 MG/ML SOL INJ CX 25 AMP VD TRANS X 2,5 ML",36,"R$7.380,80"
TRIDIL 5 MG/ML SOL INJ CX 10 AMP VD AMB X 10 ML,TRIDIL 5 MG/ML SOL INJ CX 10 AMP VD AMB X 10 ML,120,"R$33.503,52"
TRIDIL 5 MG/ML SOL INJ CX 10 AMP VD AMB X 5 ML,TRIDIL 5 MG/ML SOL INJ CX 10 AMP VD AMB X 5 ML,297,"R$84.422,51"
TRUQAP 64COM 160MG,TRUQAP 64COM 160MG,7,"R$258.955,06"
TRUQAP 64COM 200MG,TRUQAP 64COM 200MG,85,"R$3.466.626,88"
TYKERB 250 MG COM REV CT FR PLAS OPC X 70,TYKERB 250 MG COM REV CT FR PLAS OPC X 70,3,"R$19.018,66"
UNI HALOPER 5 MG/ML SOL INJ CX 50 AMP VD AMB X 1 ML,UNI HALOPER 5 MG/ML SOL INJ CX 50 AMP VD AMB X 1 ML,200,"R$11.823,17"
UNI-CARBAMAZ 20 MG/ML SUS OR CT FR VD AMB X 100 ML + COP,UNI-CARBAMAZ 20 MG/ML SUS OR CT FR VD AMB X 100 ML + COP,171,"R$1.448,14"
UNI-DIAZEPAX 5 MG/ ML SOL INJ CX  50 AMP VD AMB  X 2 ML,UNI-DIAZEPAX 5 MG/ ML SOL INJ CX  50 AMP VD AMB  X 2 ML,227,"R$8.913,89"
UNIFEDRINE 50 MG/ML SOL INJ CX 25 AMP VD AMB X 1 ML,UNIFEDRINE 50 MG/ML SOL INJ CX 25 AMP VD AMB X 1 ML,160,"R$17.654,03"
UNIFENTAL 50FA 2ML 50MCG/ML INJ,UNIFENTAL 50FA 2ML 50MCG/ML INJ,70,"R$5.982,24"
UNINALTREX 50 MG COM REV CT BL AL PLAS TRANS X 30,UNINALTREX 50 MG COM REV CT BL AL PLAS TRANS X 30,198,"R$15.640,62"
UNIPRAZOL 40 MG PO SOL INJ CT 50 FA VD TRANS + 50 AMPX 10ML,UNIPRAZOL 40 MG PO SOL INJ CT 50 FA VD TRANS + 50 AMPX 10ML,219,"R$74.507,14"
UNITIDAZIN 100 MG COM REV CT BL AL PLAS TRANS X 20,UNITIDAZIN 100 MG COM REV CT BL AL PLAS TRANS X 20,198,"R$3.366,00"
UNITIDAZIN 50 MG COM REV CT BL AL PLAS TRANS X 20,UNITIDAZIN 50 MG COM REV CT BL AL PLAS TRANS X 20,196,"R$2.156,00"
UNI-VIR 250 MG PO LIOF P/ SOL INJ CT 5 FA VD + 5 AMP DIL,UNI-VIR 250 MG PO LIOF P/ SOL INJ CT 5 FA VD + 5 AMP DIL,2,"R$52,00"
VABYSMO 120 MG/ML SOL INJ IVIT CT 1 FA VD  X 0.24 ML + AGU,VABYSMO 120 MG/ML SOL INJ IVIT CT 1 FA VD  X 0.24 ML + AGU,"1,128","R$3.130.535,87"
VALCYTE 450 MG COM REV CT FR PLAS OPC X 60,VALCYTE 450 MG COM REV CT FR PLAS OPC X 60,141,"R$1.820.728,29"
VALTREX 500 MG COM REV CT BL AL PLAS TRANS X 10,VALTREX 500 MG COM REV CT BL AL PLAS TRANS X 10,7,"R$1.121,61"
VANNAIR (6 + 100) MCG SUS AER INA OR X 120 ACI + DISP INAL,VANNAIR (6 + 100) MCG SUS AER INA OR X 120 ACI + DISP INAL,334,"R$39.541,71"
VARFARINA SÓDICA 5 MG COM CT BL AL AL X 30,VARFARINA SÓDICA 5 MG COM CT BL AL AL X 30,197,"R$844,43"
VEÍCULO,"VEÍCULO TOYOTA/ETIOS HB X VSC MT - CHASSIS - 9BRK19BT9L2138378 - ANO FABRIC. - 2020, ANO MODELO:2020 COR - PRATA RENAVAN - 01241946733 PLACA - RKQ1F86.",8,"R$111.000,00"
VENALOT 15MG+90MG COM REV LIB PROL CT BL AL PLAS X30,VENALOT 15MG+90MG COM REV LIB PROL CT BL AL PLAS X30,"5,390","R$116.177,71"
VENALOT 15MG+90MG COM REV LIB PROL CT BL AL PLAS X60,VENALOT 15MG+90MG COM REV LIB PROL CT BL AL PLAS X60,770,"R$23.069,70"
